Image,Prompt,MOS
deepai_2_3_0_1.jpg,"dog, having hamburger, city, realistic style",2.133697782526752
dreamStudio_2_0_1_1.jpg,"dog, having pizza, wild, realistic style",1.5114382929777463
deepai_6_12_1_1.jpg,"kid, wearing coat, wild, realistic style",3.430942170765654
deepai_5_8_0_1.jpg,"teddy bear, playing yoga, city, realistic style",2.6051339644141542
deepai_10_10_0_0.jpg,"demon, using laptop, city, anime style",3.265666848567644
deepai_11_5_1_0.jpg,"witch, having pizza, wild, anime style",2.5411916414304305
deepai_11_0_1_0.jpg,"witch, driving aircraft, wild, anime style",2.3189215360229154
deepai_11_13_1_0.jpg,"witch, wearing hat, wild, anime style",2.3046778791864506
deepai_8_14_0_1.jpg,"woman, wearing shirt, city, realistic style",3.327116652355558
dreamStudio_0_0_1_0.jpg,"bird, having pizza, wild, anime style",1.929463428846132
dreamStudio_7_0_1_0.jpg,"woman, having pizza, wild, anime style",0.3068200179843752
deepai_8_1_1_1.jpg,"woman, driving bike, wild, realistic style",2.9199152814227416
deepai_5_11_1_0.jpg,"teddy bear, using phone, wild, anime style",2.7722570413854064
deepai_0_14_0_0.jpg,"bird, wearing shirt, city, anime style",3.01785011693714
dreamStudio_4_2_0_1.jpg,"snoppy, playing football, city, realistic style",1.637542659057607
deepai_4_10_1_1.jpg,"snoppy, using laptop, wild, realistic style",1.913948086362368
deepai_9_5_1_1.jpg,"alien, having pizza, wild, realistic style",2.8668830231756943
dreamStudio_7_8_0_0.jpg,"woman, wearing hat, city, anime style",2.2445155757866164
deepai_5_14_0_0.jpg,"teddy bear, wearing shirt, city, anime style",1.95868359735412
deepai_6_7_1_1.jpg,"kid, playing football, wild, realistic style",2.103653199357197
deepai_2_8_0_0.jpg,"dog, playing yoga, city, anime style",2.455912593694628
dreamStudio_8_2_1_1.jpg,"alien, playing football, wild, realistic style",0.6008160824881243
deepai_11_9_0_1.jpg,"witch, using CD, city, realistic style",3.234940333671545
deepai_6_8_1_1.jpg,"kid, playing yoga, wild, realistic style",2.1383547387299378
deepai_8_5_1_1.jpg,"woman, having pizza, wild, realistic style",3.297129629775455
deepai_1_6_0_1.jpg,"cat, playing baseball, city, realistic style",2.9967846153229334
dreamStudio_5_9_0_0.jpg,"teddy bear, wearing shirt, city, anime style",2.035736051331169
dreamStudio_7_5_1_1.jpg,"woman, using laptop, wild, realistic style",2.033295166192222
deepai_3_11_0_1.jpg,"batman, using phone, city, realistic style",3.6782272722375295
deepai_4_2_1_1.jpg,"snoppy, driving car, wild, realistic style",3.1789999454069684
deepai_4_10_0_1.jpg,"snoppy, using laptop, city, realistic style",2.213991354265725
deepai_6_14_0_1.jpg,"kid, wearing shirt, city, realistic style",2.848633287029334
deepai_9_12_0_0.jpg,"alien, wearing coat, city, anime style",2.940955655160127
dreamStudio_8_3_1_0.jpg,"alien, playing yoga, wild, anime style",1.7149436552909818
deepai_9_6_0_0.jpg,"alien, playing baseball, city, anime style",3.187209133247893
deepai_7_9_0_1.jpg,"man, using CD, city, realistic style",3.106952043627357
deepai_2_4_0_1.jpg,"dog, having icecream, city, realistic style",2.809210683645168
deepai_11_14_0_0.jpg,"witch, wearing shirt, city, anime style",2.365754756387961
deepai_4_6_0_0.jpg,"snoppy, playing baseball, city, anime style",2.927458700660802
dreamStudio_8_5_1_0.jpg,"alien, using laptop, wild, anime style",0.4797795231209372
dreamStudio_2_3_1_0.jpg,"dog, playing yoga, wild, anime style",1.3318305733769449
dreamStudio_8_4_0_1.jpg,"alien, using CD, city, realistic style",1.993308467762244
dreamStudio_7_8_1_0.jpg,"woman, wearing hat, wild, anime style",2.3139007889510825
deepai_2_10_1_1.jpg,"dog, using laptop, wild, realistic style",3.35709123663983
dreamStudio_3_7_0_1.jpg,"batman, wearing coat, city, realistic style",1.4182268460400616
deepai_0_0_1_1.jpg,"bird, driving aircraft, wild, realistic style",2.4619764561843307
deepai_2_11_0_1.jpg,"dog, using phone, city, realistic style",3.141792994118258
deepai_8_9_0_0.jpg,"woman, using CD, city, anime style",2.4080731747782127
dreamStudio_0_4_1_0.jpg,"bird, using CD, wild, anime style",1.6921076470122591
deepai_11_4_1_0.jpg,"witch, having icecream, wild, anime style",3.2665841714674584
deepai_6_6_0_1.jpg,"kid, playing baseball, city, realistic style",3.6595850821608185
deepai_5_5_0_1.jpg,"teddy bear, having pizza, city, realistic style",2.359354758610893
deepai_5_7_1_1.jpg,"teddy bear, playing football, wild, realistic style",4.042653167922772
deepai_7_7_1_0.jpg,"man, playing football, wild, anime style",3.054931382173066
deepai_10_7_1_0.jpg,"demon, playing football, wild, anime style",2.667709961163516
deepai_10_3_1_0.jpg,"demon, having hamburger, wild, anime style",3.017095533901073
deepai_0_9_0_0.jpg,"bird, using CD, city, anime style",2.993216220561516
dreamStudio_5_5_1_1.jpg,"teddy bear, using laptop, wild, realistic style",1.578947800103294
deepai_3_0_1_1.jpg,"batman, driving aircraft, wild, realistic style",4.192577548839857
dreamStudio_6_8_1_0.jpg,"man, wearing hat, wild, anime style",1.4798851621391789
deepai_3_2_1_0.jpg,"batman, driving car, wild, anime style",3.444930088390292
deepai_1_8_0_1.jpg,"cat, playing yoga, city, realistic style",2.272963913656801
deepai_9_13_1_1.jpg,"alien, wearing hat, wild, realistic style",2.6629692283111672
deepai_5_7_0_0.jpg,"teddy bear, playing football, city, anime style",2.469420483466785
deepai_9_13_0_0.jpg,"alien, wearing hat, city, anime style",2.392298883473615
deepai_1_14_0_0.jpg,"cat, wearing shirt, city, anime style",3.0169494844542943
dreamStudio_2_4_0_0.jpg,"dog, using CD, city, anime style",1.971424664804876
deepai_9_10_1_1.jpg,"alien, using laptop, wild, realistic style",2.9794136153509467
deepai_10_7_0_1.jpg,"demon, playing football, city, realistic style",3.247177642374567
deepai_2_1_0_1.jpg,"dog, driving bike, city, realistic style",2.98532295547847
deepai_2_5_0_1.jpg,"dog, having pizza, city, realistic style",2.518289011135215
dreamStudio_8_3_0_0.jpg,"alien, playing yoga, city, anime style",0.0475270929741048
deepai_3_9_0_1.jpg,"batman, using CD, city, realistic style",3.448440333626776
deepai_4_5_1_0.jpg,"snoppy, having pizza, wild, anime style",2.1595991437554125
dreamStudio_4_9_1_1.jpg,"snoppy, wearing shirt, wild, realistic style",0.9848180437747156
deepai_4_3_0_1.jpg,"snoppy, having hamburger, city, realistic style",2.4424082096397144
deepai_7_2_0_0.jpg,"man, driving car, city, anime style",3.2485555890673017
dreamStudio_7_2_1_1.jpg,"woman, playing football, wild, realistic style",2.023062658200408
deepai_2_13_1_1.jpg,"dog, wearing hat, wild, realistic style",2.7778682663987047
deepai_9_8_1_0.jpg,"alien, playing yoga, wild, anime style",2.644918559535732
dreamStudio_4_0_0_1.jpg,"snoppy, having pizza, city, realistic style",2.80743887296815
dreamStudio_3_2_1_0.jpg,"batman, playing football, wild, anime style",2.010152602058429
deepai_2_5_1_0.jpg,"dog, having pizza, wild, anime style",3.0649874401673545
deepai_2_6_1_0.jpg,"dog, playing baseball, wild, anime style",2.5244585330863485
deepai_5_12_1_0.jpg,"teddy bear, wearing coat, wild, anime style",3.617908219007967
deepai_5_3_0_1.jpg,"teddy bear, having hamburger, city, realistic style",2.186953846520402
deepai_8_6_0_1.jpg,"woman, playing baseball, city, realistic style",2.351402491133749
deepai_1_12_1_1.jpg,"cat, wearing coat, wild, realistic style",4.194483749246269
deepai_5_4_1_1.jpg,"teddy bear, having icecream, wild, realistic style",2.6705270432923864
dreamStudio_8_4_1_1.jpg,"alien, using CD, wild, realistic style",1.7201972027540398
deepai_3_1_0_0.jpg,"batman, driving bike, city, anime style",3.455476224466176
deepai_1_13_1_0.jpg,"cat, wearing hat, wild, anime style",2.741523064759164
dreamStudio_4_8_1_0.jpg,"snoppy, wearing hat, wild, anime style",2.0890911051307586
deepai_4_11_1_0.jpg,"snoppy, using phone, wild, anime style",2.828661063193733
deepai_5_9_0_1.jpg,"teddy bear, using CD, city, realistic style",2.743026896939021
dreamStudio_7_7_0_0.jpg,"woman, wearing coat, city, anime style",1.631006787206495
deepai_7_0_0_0.jpg,"man, driving aircraft, city, anime style",2.987869703218017
dreamStudio_1_4_0_0.jpg,"cat, using CD, city, anime style",1.1440568947067815
deepai_0_14_1_0.jpg,"bird, wearing shirt, wild, anime style",2.730899468491693
deepai_9_3_0_0.jpg,"alien, having hamburger, city, anime style",3.0314707383997286
deepai_7_5_0_0.jpg,"man, having pizza, city, anime style",3.02587136274678
deepai_4_2_0_0.jpg,"snoppy, driving car, city, anime style",2.830464317357466
dreamStudio_4_8_0_0.jpg,"snoppy, wearing hat, city, anime style",2.1157789216423564
deepai_1_11_1_0.jpg,"cat, using phone, wild, anime style",1.976837057337133
deepai_11_10_1_0.jpg,"witch, using laptop, wild, anime style",2.3745176962183394
deepai_1_9_1_1.jpg,"cat, using CD, wild, realistic style",3.311779749491203
dreamStudio_8_8_0_1.jpg,"alien, wearing hat, city, realistic style",1.0239161585165355
deepai_0_6_1_0.jpg,"bird, playing baseball, wild, anime style",2.8790570773634823
deepai_6_3_1_1.jpg,"kid, having hamburger, wild, realistic style",2.910139440787106
dreamStudio_1_8_1_1.jpg,"cat, wearing hat, wild, realistic style",1.6796354426785414
dreamStudio_6_8_1_1.jpg,"man, wearing hat, wild, realistic style",3.069217090333969
deepai_4_3_1_0.jpg,"snoppy, having hamburger, wild, anime style",2.739741729287086
deepai_0_7_0_1.jpg,"bird, playing football, city, realistic style",3.0942994650339286
dreamStudio_1_2_0_0.jpg,"cat, playing football, city, anime style",1.6006537430092052
deepai_6_7_1_0.jpg,"kid, playing football, wild, anime style",2.620956915056489
deepai_9_6_1_1.jpg,"alien, playing baseball, wild, realistic style",3.134373148874395
dreamStudio_4_7_0_0.jpg,"snoppy, wearing coat, city, anime style",0.3490028584088196
dreamStudio_3_3_1_1.jpg,"batman, playing yoga, wild, realistic style",1.3342977970123078
dreamStudio_8_7_1_1.jpg,"alien, wearing coat, wild, realistic style",2.208382453393875
deepai_5_1_0_0.jpg,"teddy bear, driving bike, city, anime style",2.82142751503734
deepai_4_8_0_1.jpg,"snoppy, playing yoga, city, realistic style",2.124997707710464
deepai_11_6_0_1.jpg,"witch, playing baseball, city, realistic style",3.218236480605641
deepai_4_7_1_0.jpg,"snoppy, playing football, wild, anime style",2.7128678759168667
dreamStudio_1_0_0_0.jpg,"cat, having pizza, city, anime style",2.042303733786959
dreamStudio_4_2_0_0.jpg,"snoppy, playing football, city, anime style",2.1338614369018565
dreamStudio_8_9_1_1.jpg,"alien, wearing shirt, wild, realistic style",2.084115711537598
deepai_3_2_0_1.jpg,"batman, driving car, city, realistic style",3.4304189780668803
deepai_8_13_0_1.jpg,"woman, wearing hat, city, realistic style",2.5873421379942814
dreamStudio_1_7_1_0.jpg,"cat, wearing coat, wild, anime style",1.97489913971895
deepai_0_11_1_0.jpg,"bird, using phone, wild, anime style",3.3241957711148444
deepai_11_9_1_1.jpg,"witch, using CD, wild, realistic style",3.620683704660568
deepai_11_11_1_0.jpg,"witch, using phone, wild, anime style",3.331565843499116
deepai_3_11_1_1.jpg,"batman, using phone, wild, realistic style",2.312600598558171
deepai_10_7_0_0.jpg,"demon, playing football, city, anime style",3.249184644366676
deepai_9_1_0_0.jpg,"alien, driving bike, city, anime style",3.0721723285621696
deepai_1_13_1_1.jpg,"cat, wearing hat, wild, realistic style",2.7271819211397594
dreamStudio_4_6_1_1.jpg,"snoppy, using phone, wild, realistic style",0.7748473040382261
deepai_11_11_1_1.jpg,"witch, using phone, wild, realistic style",2.504721562208033
deepai_7_11_0_1.jpg,"man, using phone, city, realistic style",3.373352039090426
dreamStudio_1_1_1_0.jpg,"cat, playing baseball, wild, anime style",1.0704634059549518
deepai_4_14_0_0.jpg,"snoppy, wearing shirt, city, anime style",2.571837624741921
deepai_9_2_0_1.jpg,"alien, driving car, city, realistic style",3.066436132573106
deepai_0_2_0_0.jpg,"bird, driving car, city, anime style",4.075553053252517
dreamStudio_6_4_0_1.jpg,"man, using CD, city, realistic style",0.0
deepai_2_2_0_0.jpg,"dog, driving car, city, anime style",2.614009079174036
deepai_10_5_0_0.jpg,"demon, having pizza, city, anime style",3.0349798346588126
dreamStudio_6_3_1_0.jpg,"man, playing yoga, wild, anime style",2.410097843340841
dreamStudio_1_7_1_1.jpg,"cat, wearing coat, wild, realistic style",2.10429384008324
dreamStudio_3_4_0_0.jpg,"batman, using CD, city, anime style",1.4539295461801314
deepai_5_14_1_0.jpg,"teddy bear, wearing shirt, wild, anime style",3.4433290659595723
deepai_6_2_0_0.jpg,"kid, driving car, city, anime style",2.9564495296717315
dreamStudio_6_7_0_1.jpg,"man, wearing coat, city, realistic style",2.143723081796024
deepai_0_3_1_1.jpg,"bird, having hamburger, wild, realistic style",2.9154277029880813
deepai_10_4_0_0.jpg,"demon, having icecream, city, anime style",2.2623370465619703
deepai_7_5_1_0.jpg,"man, having pizza, wild, anime style",2.523947189747924
deepai_4_12_0_0.jpg,"snoppy, wearing coat, city, anime style",3.3377868448958505
deepai_6_4_0_0.jpg,"kid, having icecream, city, anime style",2.9100536977469265
deepai_10_3_1_1.jpg,"demon, having hamburger, wild, realistic style",3.9465888101726048
deepai_1_14_0_1.jpg,"cat, wearing shirt, city, realistic style",3.0380151537521245
deepai_6_12_1_0.jpg,"kid, wearing coat, wild, anime style",2.688305220796834
deepai_9_1_1_0.jpg,"alien, driving bike, wild, anime style",3.0610045349917856
deepai_10_9_1_0.jpg,"demon, using CD, wild, anime style",4.00022633160542
deepai_4_11_1_1.jpg,"snoppy, using phone, wild, realistic style",1.9409010000449116
deepai_9_5_1_0.jpg,"alien, having pizza, wild, anime style",2.8240804177808925
deepai_8_10_0_0.jpg,"woman, using laptop, city, anime style",2.5223581100704613
dreamStudio_5_7_1_0.jpg,"teddy bear, wearing coat, wild, anime style",1.7030040628335092
dreamStudio_8_5_1_1.jpg,"alien, using laptop, wild, realistic style",1.0079940186339242
dreamStudio_8_4_1_0.jpg,"alien, using CD, wild, anime style",1.014558691338885
deepai_9_11_0_0.jpg,"alien, using phone, city, anime style",2.8913031957845443
deepai_9_9_1_1.jpg,"alien, using CD, wild, realistic style",3.35000527640876
deepai_1_7_1_1.jpg,"cat, playing football, wild, realistic style",3.7670831835214784
dreamStudio_8_2_1_0.jpg,"alien, playing football, wild, anime style",1.2457617644991386
deepai_9_1_1_1.jpg,"alien, driving bike, wild, realistic style",3.842143990584013
deepai_4_9_1_1.jpg,"snoppy, using CD, wild, realistic style",2.7427699149330462
dreamStudio_8_8_1_1.jpg,"alien, wearing hat, wild, realistic style",1.7484202019631438
deepai_2_10_1_0.jpg,"dog, using laptop, wild, anime style",3.6167664103162354
deepai_3_7_0_0.jpg,"batman, playing football, city, anime style",3.4967843201846933
deepai_8_4_1_1.jpg,"woman, having icecream, wild, realistic style",2.608129096661288
dreamStudio_6_3_0_1.jpg,"man, playing yoga, city, realistic style",1.6791572139572957
deepai_4_1_1_1.jpg,"snoppy, driving bike, wild, realistic style",2.7867812116887616
deepai_3_1_1_0.jpg,"batman, driving bike, wild, anime style",3.3257967935455643
deepai_11_10_0_1.jpg,"witch, using laptop, city, realistic style",2.9894647057232397
dreamStudio_1_0_1_0.jpg,"cat, having pizza, wild, anime style",2.285642412201704
deepai_6_5_1_0.jpg,"kid, having pizza, wild, anime style",2.681324827058128
deepai_8_1_1_0.jpg,"woman, driving bike, wild, anime style",2.634430540810227
deepai_11_2_1_1.jpg,"witch, driving car, wild, realistic style",2.834853430996401
deepai_8_7_0_0.jpg,"woman, playing football, city, anime style",2.6023934574331515
dreamStudio_2_8_1_1.jpg,"dog, wearing hat, wild, realistic style",2.0842609076913727
dreamStudio_3_6_0_1.jpg,"batman, using phone, city, realistic style",1.2366872604972896
dreamStudio_3_4_1_0.jpg,"batman, using CD, wild, anime style",2.0884148967976355
deepai_9_9_1_0.jpg,"alien, using CD, wild, anime style",1.9236336091179616
deepai_7_9_1_1.jpg,"man, using CD, wild, realistic style",3.8983886717805647
dreamStudio_1_6_1_1.jpg,"cat, using phone, wild, realistic style",1.8307420092003417
deepai_2_0_0_0.jpg,"dog, driving aircraft, city, anime style",3.171515930712673
deepai_7_6_1_1.jpg,"man, playing baseball, wild, realistic style",3.328557915205721
deepai_10_1_0_1.jpg,"demon, driving bike, city, realistic style",3.1307069749266323
dreamStudio_4_4_0_1.jpg,"snoppy, using CD, city, realistic style",0.2120659938253002
dreamStudio_1_6_0_1.jpg,"cat, using phone, city, realistic style",1.429493567774191
deepai_0_7_1_0.jpg,"bird, playing football, wild, anime style",2.957250257837281
deepai_1_1_0_0.jpg,"cat, driving bike, city, anime style",2.705923805980506
dreamStudio_1_9_1_0.jpg,"cat, wearing shirt, wild, anime style",1.8309334121257932
dreamStudio_3_5_0_1.jpg,"batman, using laptop, city, realistic style",3.2586273912164883
deepai_4_13_1_1.jpg,"snoppy, wearing hat, wild, realistic style",2.0003658265738027
deepai_11_0_0_0.jpg,"witch, driving aircraft, city, anime style",3.0638910909957264
deepai_1_10_0_1.jpg,"cat, using laptop, city, realistic style",2.8099901339053663
deepai_0_8_0_1.jpg,"bird, playing yoga, city, realistic style",2.909717951536864
deepai_6_13_1_0.jpg,"kid, wearing hat, wild, anime style",2.9403292201104363
deepai_9_11_1_1.jpg,"alien, using phone, wild, realistic style",3.2208186376361763
deepai_1_3_1_1.jpg,"cat, having hamburger, wild, realistic style",2.8816822315566872
dreamStudio_0_3_0_0.jpg,"bird, playing yoga, city, anime style",2.048431269760679
dreamStudio_4_6_0_1.jpg,"snoppy, using phone, city, realistic style",0.9674980370732872
deepai_9_14_0_0.jpg,"alien, wearing shirt, city, anime style",2.7612373925012736
deepai_3_10_0_1.jpg,"batman, using laptop, city, realistic style",3.6856897573174736
deepai_8_12_0_0.jpg,"woman, wearing coat, city, anime style",2.860603933896219
deepai_11_5_1_1.jpg,"witch, having pizza, wild, realistic style",2.8300192032533995
deepai_7_10_1_0.jpg,"man, using laptop, wild, anime style",2.6193338678926845
deepai_0_12_0_1.jpg,"bird, wearing coat, city, realistic style",3.2262158782300103
dreamStudio_3_9_1_1.jpg,"batman, wearing shirt, wild, realistic style",2.011996011317628
dreamStudio_3_0_1_0.jpg,"batman, having pizza, wild, anime style",1.7234285346443703
deepai_1_5_1_1.jpg,"cat, having pizza, wild, realistic style",2.320564252027644
deepai_6_0_1_1.jpg,"kid, driving aircraft, wild, realistic style",3.7681219403529407
deepai_10_9_0_0.jpg,"demon, using CD, city, anime style",2.860022791106849
dreamStudio_6_4_0_0.jpg,"man, using CD, city, anime style",2.337633756735624
dreamStudio_3_8_0_1.jpg,"batman, wearing hat, city, realistic style",1.4697050798550366
deepai_4_2_1_0.jpg,"snoppy, driving car, wild, anime style",2.412942149009845
deepai_11_4_0_1.jpg,"witch, having icecream, city, realistic style",3.00806655063768
dreamStudio_6_5_0_0.jpg,"man, using laptop, city, anime style",2.002489484942369
dreamStudio_7_7_0_1.jpg,"woman, wearing coat, city, realistic style",2.091326548927684
dreamStudio_7_3_0_1.jpg,"woman, playing yoga, city, realistic style",2.113094146651932
deepai_2_12_1_0.jpg,"dog, wearing coat, wild, anime style",3.221897876998213
deepai_3_3_1_0.jpg,"batman, having hamburger, wild, anime style",2.482772180170141
dreamStudio_2_9_1_1.jpg,"dog, wearing shirt, wild, realistic style",2.4228851175632737
dreamStudio_7_0_0_0.jpg,"woman, having pizza, city, anime style",0.1067393573017811
deepai_2_7_1_1.jpg,"dog, playing football, wild, realistic style",2.646976638823776
dreamStudio_4_1_0_1.jpg,"snoppy, playing baseball, city, realistic style",2.161891790815201
deepai_10_8_0_1.jpg,"demon, playing yoga, city, realistic style",1.9209323427210665
deepai_9_13_0_1.jpg,"alien, wearing hat, city, realistic style",3.304106099251976
deepai_10_13_0_1.jpg,"demon, wearing hat, city, realistic style",3.2606689790980607
deepai_11_5_0_1.jpg,"witch, having pizza, city, realistic style",2.701516697912102
deepai_9_6_1_0.jpg,"alien, playing baseball, wild, anime style",2.7459300055677853
dreamStudio_0_2_1_1.jpg,"bird, playing football, wild, realistic style",1.6088162289597192
deepai_9_7_1_0.jpg,"alien, playing football, wild, anime style",2.431844269201167
dreamStudio_7_4_1_0.jpg,"woman, using CD, wild, anime style",0.9962534580918302
deepai_2_7_0_1.jpg,"dog, playing football, city, realistic style",5.0
deepai_4_8_1_1.jpg,"snoppy, playing yoga, wild, realistic style",1.5806964716776903
dreamStudio_1_9_0_0.jpg,"cat, wearing shirt, city, anime style",1.37302629145063
deepai_5_12_0_1.jpg,"teddy bear, wearing coat, city, realistic style",3.4384464428125145
deepai_0_9_0_1.jpg,"bird, using CD, city, realistic style",3.9638100881446263
deepai_1_12_0_1.jpg,"cat, wearing coat, city, realistic style",2.969254872190509
